title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Homeward Bound,-not sold-,"$200,000 ","$250,000 ",Signed on Reverse,"120.00"" x 108.20""",1986,Acrylic / Canvas,78,Sotheby's New York,11/13/91
The Briefcase,"$9,350 ","$10,000 ","$15,000 ",Signed,"14.60"" x 23.00""",1973,Drybrush / Paper,165,"Christie's New York, Rockefeller Center",11/13/91
1984 Color Scribble #1,-not sold-,"$12,000 ","$15,000 ",Signed,"23.10"" x 25.60""",1984,Mixed Media / Paper,188,"Christie's New York, Rockefeller Center",11/13/91
"Not a Bad World, Is It?","$132,000 ","$100,000 ","$150,000 ",Signed on Reverse,"99.10"" x 79.70""",1984,Oil / Canvas,67,"Christie's New York, Rockefeller Center",11/12/91
Brave Men Run in My Family,-not sold-,"$35,000 ","$45,000 ",Signed,"60.00"" x 40.00""",not given,Acrylic / Paper,138,Sotheby's New York,10/3/91
Wire,-not sold-,"$40,000 ","$60,000 ",Signed on Reverse,"19.70"" x 23.70""",not given,Oil / Canvas,185,"Christie's New York, Rockefeller Center",5/2/91
Pie,-not sold-,"$15,000 ","$18,000 ",Signed,"11.00"" x 15.00""",not given,Mixed Media / Paper,210,"Christie's New York, Rockefeller Center",5/2/91
Miniature America,-not sold-,"$40,000 ","$45,000 ",Signed,"58.50"" x 38.70""",not given,Drybrush / Paper,252,"Christie's New York, Rockefeller Center",5/2/91
Spasm,-not sold-,"$100,000 ","$150,000 ",Unavailable,"60.00"" x 54.00""",not given,Acrylic / Canvas,264,"Christie's New York, Rockefeller Center",5/2/91
Vegetation Made Public,"$187,000 ","$180,000 ","$220,000 ",Unavailable,"54.00"" x 120.00""",not given,Acrylic / Canvas,52,"Christie's New York, Rockefeller Center",5/1/91
Poach,-not sold-,"$8,000 ","$12,000 ",Signed,"13.50"" x 21.70""",not given,Drybrush / Paper,250,Sotheby's New York,5/1/91
Range,-not sold-,"$25,000 ","$35,000 ",Signed Initials,"11.20"" x 29.00""",not given,Drybrush / Paper,146,"Christie's New York, Rockefeller Center",11/8/90
In the Year of Our Lord 1984,-not sold-,"$18,000 ","$22,000 ",Signed,"23.10"" x 25.60""",not given,Mixed Media / Paper,153,"Christie's New York, Rockefeller Center",11/8/90
"Small, Large",-not sold-,"$75,000 ","$95,000 ",Signed,"60.00"" x 40.00""",not given,Drybrush / Paper,257,Sotheby's New York,11/7/90
Glass of Milk Falling,"$49,500 ","$60,000 ","$80,000 ",Signed on Reverse,"20.00"" x 24.00""",not given,Oil / Canvas,282,Sotheby's New York,11/7/90
Sin,"$24,200 ","$30,000 ","$40,000 ",Signed,"13.20"" x 21.80""",not given,Drybrush / Paper,295,Sotheby's New York,11/7/90
Poach,-not sold-,"$35,000 ","$45,000 ",Signed,"13.50"" x 21.70""",not given,Drybrush / Paper,296,Sotheby's New York,11/7/90
Soda,"$15,000 ","$25,000 ","$35,000 ",Signed,"13.20"" x 21.80""",not given,Drybrush / Paper,319,Sotheby's New York,11/7/90
1984,-not sold-,"$20,000 ","$25,000 ",Signed,"14.20"" x 22.80""",not given,Drybrush / Paper,325,Sotheby's New York,11/7/90
B-Blez You B-Baby,-not sold-,"$20,000 ","$30,000 ",Signed,"23.00"" x 29.00""",not given,Pastel / Paper,327,Sotheby's New York,11/7/90
Western,"$165,000 ","$200,000 ","$250,000 ",Signed on Reverse,"60.00"" x 54.00""",not given,Oil / Canvas,68,Sotheby's New York,11/6/90
Espana,"$35,200 ","$15,000 ","$20,000 ",Signed,"14.80"" x 14.00""",not given,Oil / Board,40,"Christie's New York, Rockefeller Center",10/5/90
Halloween,"$165,000 ","$180,000 ","$220,000 ",Signed on Reverse,"21.80"" x 80.00""",not given,Oil / Canvas,105,"Christie's New York, Rockefeller Center",10/5/90
Western,"$38,500 ","$40,000 ","$50,000 ",Unavailable,"40.00"" x 50.20""",not given,Mixed Media / Paper,318,Sotheby's New York,5/9/90
Respect,"$49,500 ","$50,000 ","$70,000 ",Unavailable,"14.00"" x 23.00""",not given,Pencil / Paper,319,Sotheby's New York,5/9/90
Days of the Week,-not sold-,"$180,000 ","$250,000 ",Unavailable,"22.00"" x 80.00""",not given,Oil / Canvas,325,Sotheby's New York,5/9/90
Loss,"$60,500 ","$50,000 ","$60,000 ",Unavailable,"21.20"" x 27.20""",not given,Mixed Media / Paper,345,Sotheby's New York,5/9/90
90% Devil But 10% Angel,-not sold-,"$250,000 ","$300,000 ",Unavailable,"37.00"" x 40.70""",not given,Oil / Canvas,347,Sotheby's New York,5/9/90
Sheets,-not sold-,"$35,000 ","$45,000 ",Unavailable,"22.30"" x 25.60""",not given,Enamel / Paper,348A,Sotheby's New York,5/9/90
House of Trust,-not sold-,"$200,000 ","$250,000 ",Unavailable,"55.00"" x 72.00""",not given,Acrylic / Canvas,363,Sotheby's New York,5/9/90
Crown,-not sold-,"$60,000 ","$70,000 ",Unavailable,"39.50"" x 59.50""",not given,Drybrush / Paper,377,Sotheby's New York,5/9/90
"Super, Regular","$110,000 ","$100,000 ","$150,000 ",Unavailable,"40.20"" x 60.10""",not given,Drybrush / Paper,412,Sotheby's New York,5/9/90
Hawaiian Shirt,"$27,500 ","$30,000 ","$40,000 ",Unavailable,"22.00"" x 30.00""",not given,Drybrush / Paper,436,Sotheby's New York,5/9/90
Ruining Everything,-not sold-,"$25,000 ","$35,000 ",Unavailable,"11.10"" x 28.70""",not given,Pastel / Paper,438,Sotheby's New York,5/9/90
Wedding,-not sold-,"$35,000 ","$45,000 ",Unavailable,"11.20"" x 28.70""",not given,Drybrush / Paper,444,Sotheby's New York,5/9/90
Untitled (Blue Ellipse),-not sold-,"$70,000 ","$90,000 ",Unavailable,"60.00"" x 40.00""",not given,Drybrush / Paper,445,Sotheby's New York,5/9/90
Future Experiences,-not sold-,"$175,000 ","$225,000 ",Unavailable,"20.00"" x 159.00""",not given,Oil / Canvas,446,Sotheby's New York,5/9/90
Girls with Personality Disorders,-not sold-,"$70,000 ","$90,000 ",Unavailable,"60.00"" x 40.00""",not given,Drybrush / Paper,488,Sotheby's New York,5/9/90
Diminished Respect,-not sold-,"$70,000 ","$90,000 ",Unavailable,"60.00"" x 40.00""",not given,Mixed Media / Paper,489,Sotheby's New York,5/9/90
Boss,-not sold-,"$400,000 ","$600,000 ",Unavailable,"72.00"" x 67.00""",not given,Oil / Canvas,44,Sotheby's New York,5/8/90
Gimme That Gate Pass,"$33,000 ","$45,000 ","$65,000 ",Unavailable,"22.50"" x 28.50""",not given,Paint / Paper,182,"Christie's New York, Rockefeller Center",5/8/90
Crooked Rats Radiant Smiles,-not sold-,"$50,000 ","$70,000 ",Unavailable,"50.00"" x 38.20""",not given,Paint / Paper,237,"Christie's New York, Rockefeller Center",5/8/90
Indust Chem,-not sold-,"$45,000 ","$65,000 ",Unavailable,"40.10"" x 60.00""",not given,Paint / Paper,251,"Christie's New York, Rockefeller Center",5/8/90
Hear Me Sonny?,-not sold-,"$45,000 ","$65,000 ",Unavailable,"40.10"" x 60.00""",not given,Mixed Media / Paper,260,"Christie's New York, Rockefeller Center",5/8/90
Squeezing Dimple,"$165,000 ","$150,000 ","$200,000 ",Unavailable,"28.00"" x 29.70""",not given,Oil / Canvas,52,"Christie's New York, Rockefeller Center",5/7/90
You Know the Old Story,"$41,260 ","$35,000 ","$45,000 ",Unavailable,"13.00"" x 22.70""",not given,Mixed Media / Paper,163,Sotheby's New York,2/27/90
Vanish,-not sold-,"$50,000 ","$60,000 ",Unavailable,"11.60"" x 29.10""",not given,Mixed Media / Paper,172,Sotheby's New York,2/27/90
Six Pieces of Cheese,"$30,800 ","$25,000 ","$30,000 ",Unavailable,"14.20"" x 22.50""",not given,Mixed Media / Paper,174,Sotheby's New York,2/27/90
Thousandths of an Inch,"$28,600 ","$35,000 ","$45,000 ",Unavailable,"13.70"" x 22.70""",not given,Mixed Media / Paper,71,"Christie's New York, ""East""",2/23/90
Flash Fried,"$38,500 ","$35,000 ","$55,000 ",Unavailable,"11.50"" x 29.00""",not given,Mixed Media / Paper,95,"Christie's New York, ""East""",2/23/90
Surgical,"$93,500 ","$70,000 ","$90,000 ",Unavailable,"20.00"" x 24.00""",not given,Oil / Canvas,251,Sotheby's New York,11/10/89
Flood,"$82,500 ","$25,000 ","$30,000 ",Unavailable,"14.50"" x 22.50""",not given,Mixed Media / Paper,270,Sotheby's New York,11/10/89
Policy,"$68,750 ","$20,000 ","$25,000 ",Unavailable,"9.70"" x 27.20""",not given,Mixed Media / Paper,285,Sotheby's New York,11/10/89
Sugar,"$68,750 ","$20,000 ","$25,000 ",Unavailable,"11.50"" x 29.00""",not given,Watercolor / Paper,286,Sotheby's New York,11/10/89
"Falling Cameras, Rising Binoculars","$71,500 ","$45,000 ","$55,000 ",Unavailable,"45.00"" x 65.00""",not given,Marker / Paper,290,Sotheby's New York,11/10/89
Bamboo Pole,"$220,000 ","$150,000 ","$200,000 ",Unavailable,"20.00"" x 158.70""",not given,Oil / Canvas,298,Sotheby's New York,11/10/89
A Nerve Increasing Activity,"$77,000 ","$25,000 ","$30,000 ",Unavailable,"23.00"" x 29.00""",not given,Paint / Paper,299,Sotheby's New York,11/10/89
Zero,"$63,250 ","$40,000 ","$50,000 ",Unavailable,"60.00"" x 40.00""",not given,Paint / Paper,300,Sotheby's New York,11/10/89
Hourglass,"$187,000 ","$45,000 ","$55,000 ",Unavailable,"60.00"" x 40.00""",not given,Mixed Media / Paper,309,Sotheby's New York,11/10/89
"Miniature Nightmares, Micro","$132,000 ","$45,000 ","$55,000 ",Unavailable,"40.00"" x 60.00""",not given,Mixed Media / Paper,357,Sotheby's New York,11/10/89
Atlas,"$52,250 ","$20,000 ","$25,000 ",Unavailable,"22.20"" x 30.00""",not given,Marker / Paper,358,Sotheby's New York,11/10/89
Honey I Twisted Through More,"$297,000 ","$200,000 ","$250,000 ",Unavailable,"72.00"" x 72.00""",not given,Oil / Canvas,359,Sotheby's New York,11/10/89
Face Shield,"$35,200 ","$10,000 ","$15,000 ",Unavailable,"11.00"" x 28.50""",not given,Watercolor / Paper,412,Sotheby's New York,11/10/89
Sugar,"$62,500 ",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1971,Watercolor / Paper,286,Sotheby's New York,11/9/89
Hourglass,"$170,000 ",n/a,n/a,Signed and Dated,"60.00"" x 40.00""",1988,Acrylic,309,Sotheby's New York,11/9/89
"Miniature nightmares, micro","$120,000 ",n/a,n/a,Signed and Dated,"40.00"" x 60.00""",1985,Acrylic,357,Sotheby's New York,11/9/89
Face shield,"$32,000 ",n/a,n/a,Signed and Dated,"11.00"" x 28.00""",1974,Watercolor / Paper,412,Sotheby's New York,11/9/89
"3 Seconals, 3 Darvons","$52,800 ","$35,000 ","$40,000 ",Unavailable,"22.70"" x 28.60""",not given,Chalk / Paper,203,"Christie's New York, Rockefeller Center",11/8/89
Made in USA,"$57,200 ","$30,000 ","$40,000 ",Unavailable,"22.00"" x 28.70""",not given,Mixed Media / Paper,206,"Christie's New York, Rockefeller Center",11/8/89
Water,"$52,800 ","$18,000 ","$25,000 ",Unavailable,"23.00"" x 29.00""",not given,Watercolor / Paper,217,"Christie's New York, Rockefeller Center",11/8/89
More Poison,"$44,000 ","$30,000 ","$40,000 ",Unavailable,"22.20"" x 30.00""",not given,Chalk / Paper,269,"Christie's New York, Rockefeller Center",11/8/89
Local Storms,"$88,000 ","$60,000 ","$80,000 ",Signed on Reverse,"20.00"" x 24.00""",not given,Tempera,365,"Christie's New York, Rockefeller Center",11/8/89
The Sixties and Seventies,"$203,500 ","$100,000 ","$120,000 ",Signed on Reverse,"22.00"" x 79.80""",not given,Oil / Canvas,424,"Christie's New York, Rockefeller Center",11/8/89
Various Miracles,"$55,000 ","$25,000 ","$35,000 ",Unavailable,"21.50"" x 28.50""",not given,Mixed Media / Paper,237,Sotheby's New York,10/5/89
Fear Smeared from Here to Here,"$41,250 ","$30,000 ","$40,000 ",Signed,"40.00"" x 60.00""",not given,Paint / Paper,251,Sotheby's New York,10/5/89
JR,"$60,500 ","$35,000 ","$45,000 ",Signed,"60.00"" x 40.00""",not given,Mixed Media / Paper,252,Sotheby's New York,10/5/89
Pressurized Diabolics,"$39,600Â Â (F.Fr300,000)",n/a,n/a,unknown,"22.44"" x 28.35""",not given,Pastel / Paper,116,Cornette De Saint Cyr,6/21/89
It's OK Everything's OK,"$132,000 ","$40,000 ","$60,000 ",Unavailable,"21.80"" x 80.00""",not given,Acrylic / Canvas,227,"Christie's New York, Rockefeller Center",5/4/89
The Funnelling of You-Know-What,"$49,500 ","$25,000 ","$30,000 ",Signed,"40.00"" x 60.00""",not given,Mixed Media / Paper,231,Sotheby's New York,5/3/89
Forgotten Landing Zone,"$28,600 ","$15,000 ","$20,000 ",Signed,"23.00"" x 29.00""",not given,Paint / Paper,233,Sotheby's New York,5/3/89
We're This and We're That Aren't We?,"$52,250 ","$15,000 ","$20,000 ",Signed,"23.00"" x 29.00""",not given,Paint / Paper,234,Sotheby's New York,5/3/89
Polynesian Sickness,"$30,800 ","$15,000 ","$20,000 ",Signed,"21.00"" x 29.00""",not given,Paint / Paper,242,Sotheby's New York,5/3/89
The Future,"$209,000 ","$80,000 ","$100,000 ",Signed on Reverse,"21.70"" x 79.70""",not given,Oil / Canvas,83,Sotheby's New York,5/2/89
Nerves,"$46,760 ","$30,000 ","$35,000 ",Signed,"38.00"" x 57.50""",not given,Paint / Paper,236,Sotheby's New York,2/16/89
Untitled (Dish),"$27,500 ","$25,000 ","$30,000 ",Signed,"40.00"" x 60.00""",not given,Mixed Media / Paper,244,Sotheby's New York,2/16/89
"Untitled, dish","$25,000 ",n/a,n/a,Signed and Dated,"40.00"" x 60.00""",1985,Acrylic,244,Sotheby's New York,2/15/89
Royal,"$32,500 ",n/a,n/a,Signed and Dated,"22.00"" x 28.00""",1971,Pastel / Paper,326,Sotheby's New York,11/11/88
Protein,"$21,000 ",n/a,n/a,Signed and Dated,"21.00"" x 27.00""",1970,Pastel / Paper,327,Sotheby's New York,11/11/88
Strength,"$30,000 ",n/a,n/a,Signed and Dated,"60.00"" x 40.00""",1983,Chalk,225,"Christie's New York, Rockefeller Center",11/10/88
Wen out for cigarets,"$70,000 ",n/a,n/a,Signed and Dated,"64.00"" x 64.00""",1985,Enamel,213,Sotheby's New York,10/8/88
Stage fright,"$3,000 ",n/a,n/a,Signed and Dated,"15.00"" x 40.00""",1979,Ink / Paper,69,"Christie's New York, Rockefeller Center",2/20/88
Sin with olives,"$26,000 ",n/a,n/a,Signed and Dated,"20.00"" x 24.00""",1964,Acrylic,162,Sotheby's New York,11/5/87
Mint,"$29,000 ",n/a,n/a,Signed and Dated,"60.00"" x 55.00""",1968,Acrylic,138,Sotheby's New York,5/6/86
Gem,"$2,750 ",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1968,Watercolor / Paper,199,Sotheby's New York,5/6/86
Base,"$3,500 ",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1971,Watercolor / Paper,267,"Christie's New York, Rockefeller Center",11/7/85
We're here - we're there,"$5,500 ",n/a,n/a,Signed and Dated,"38.00"" x 50.00""",1982,Chalk,269,"Christie's New York, Rockefeller Center",11/7/85
Dimple,"$2,500 ",n/a,n/a,Signed and Dated,"11.00"" x 15.00""",1964,Tempera,139,Sotheby's New York,11/5/85
Air,"$5,000 ",n/a,n/a,Signed and Dated,"23.00"" x 28.00""",1970,Chalk,105,"Christie's New York, Rockefeller Center",5/2/85
Noise,"$3,000 ",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1970,Watercolor / Paper,106,"Christie's New York, Rockefeller Center",5/2/85
Dry Whistle,"$1,000 ",n/a,n/a,Signed and Dated,"14.00"" x 22.00""",1975,Chalk,154,"Christie's New York, Rockefeller Center",2/23/85
Circuit,"$2,400 ",n/a,n/a,Signed Initials,"11.00"" x 29.00""",1971,Chalk,155,"Christie's New York, Rockefeller Center",2/23/85
Vapor,"$2,300 ",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1971,Chalk,156,"Christie's New York, Rockefeller Center",2/23/85
"Whiskers, Splinters","$2,400 ",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1972,Chalk,193,"Christie's New York, Rockefeller Center",11/2/84
Circuit,"$1,500 ",n/a,n/a,Signed Initials,"11.00"" x 29.00""",1971,Chalk,25,"Christie's New York, Rockefeller Center",5/9/84
Vapor,"$1,500 ",n/a,n/a,Signed and Dated,"11.00"" x 29.00""",not given,Chalk,254,"Christie's New York, Rockefeller Center",5/9/84
Anti-depressants,"$2,200 ",n/a,n/a,Signed Initials,"11.00"" x 29.00""",1972,Chalk,211,"Christie's New York, Rockefeller Center",2/16/84
Your propane people,$800 ,n/a,n/a,Signed and Dated,"11.00"" x 29.00""",1979,Pastel / Paper,538,Phillips de Pury & Co. (see Phillips),1/24/84
Reef,$550 ,n/a,n/a,unknown,"14.00"" x 23.00""",not given,Chalk,278,"Christie's New York, Rockefeller Center",5/11/83
Hydraulic,"$2,250 ",n/a,n/a,Signed and Dated,"20.00"" x 24.00""",1968,Acrylic,206,Sotheby's New York,11/10/82
A crying shame,"$1,600 ",n/a,n/a,Signed Initials,"7.00"" x 29.00""",1973,Watercolor / Paper,122,"Christie's New York, Rockefeller Center",5/6/82
