title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Delian Ode,"$87,350","$48,530","$64,700",Signed and Dated,"13.19"" x 13.98""",1961,Pencil  coloured crayon and ball-point pen / Paper,217,"Christie's London, King Street",02/09/2006
Nine Discourses of Commodus,"$97,050","$64,700","$97,050",Unavailable,"27.36"" x 19.49""",1964,Colored Pencil  and graphite / Paper,219,"Christie's London, King Street",02/09/2006
Menfi,"$135,870","$56,610","$72,790",Signed Initials,"29.53"" x 22.44""",1973-76,"coloured crayon, pencil, tape and paper collage / Paper",220,"Christie's London, King Street",02/09/2006
Untitled,"$302,800","$80,880","$113,230",Signed Initials,"29.53"" x 22.24""",1974,"wax crayon, tape and paper collage / Paper",221,"Christie's London, King Street",02/09/2006
Untitled (Roma),"$335,200","$200,000","$300,000",Signed,"9.70"" x 13.70""",1961,Mixed Media / Canvas,57,Phillips de Pury & Co. (see Phillips),11/10/2005
Untitled,"$329,600","$200,000","$300,000",Signed,"25.50"" x 20.00""",1971,Mixed Media / Paper,175,Sotheby's New York,11/10/2005
Ramification,"$296,000","$250,000","$350,000",Signed on Reverse,"33.25"" x 27.25""",not given,Collage / Paper,200,Sotheby's New York,11/10/2005
Untitled (Rome),"$7,968,000","$6,000,000","$8,000,000",Signed on Reverse,"51.25"" x 59.25""",1961,Mixed Media / Canvas,21,Sotheby's New York,11/09/2005
Untitled (New York City),"$8,696,000","$8,000,000","$10,000,000",Signed,"68.00"" x 85.00""",1968,Mixed Media / Canvas,29,Sotheby's New York,11/09/2005
Untitled,-not sold-,"$90,000","$120,000",Inscribed and Signed,"24.75"" x 36.00""",1959,Mixed Media / Paper,282,"Christie's New York, Rockefeller Center",11/09/2005
UNTITLED,"$196,810","$145,780","$182,230",Signed and Dated,"27.76"" x 39.17""",1959,Mixed Media / Paper,223,"Sotheby's London, New Bond Street",06/23/2005
UNTITLED,"$196,810","$145,780","$218,680",Signed and Dated,"28.66"" x 40.16""",not given,Mixed Media / Canvasboard,224,"Sotheby's London, New Bond Street",06/23/2005
"UNTITLED, ROME","$250,230","$164,630","$219,500",Inscribed and Signed,"19.69"" x 27.56""",1963,Mixed Media / Paper,20,"Sotheby's London, New Bond Street",06/22/2005
EPITAPH,"$1,653,600","$731,680","$1,097,520",Signed,"39.37"" x 51.18""",not given,Mixed Media / Canvas,22,"Sotheby's London, New Bond Street",06/22/2005
STEPS,-not sold-,"$457,300","$640,220",Signed,"36.61"" x 38.98""",not given,Mixed Media / Canvas,36,"Sotheby's London, New Bond Street",06/22/2005
Untitled,"$84,000","$70,000","$90,000",Signed,"26.30"" x 33.70""",1965,Mixed Media / Paper,212,"Christie's New York, Rockefeller Center",05/12/2005
Untitled,"$74,400","$30,000","$40,000",Unsigned,"10.70"" x 13.70""",1954,Pencil / Paper,232,"Christie's New York, Rockefeller Center",05/12/2005
Untitled,"$81,600","$30,000","$40,000",Unsigned,"10.70"" x 13.70""",1954,Pencil / Paper,233,"Christie's New York, Rockefeller Center",05/12/2005
Untitled,"$54,000","$30,000","$40,000",Unsigned,"10.70"" x 13.70""",not given,Pencil / Paper,234,"Christie's New York, Rockefeller Center",05/12/2005
Untitled,"$42,000","$30,000","$40,000",Unsigned,"10.70"" x 13.70""",not given,Pencil / Paper,235,"Christie's New York, Rockefeller Center",05/12/2005
Study for the School of Athens,"$1,360,000","$600,000","$800,000",Signed,"40.00"" x 51.20""",1960,Mixed Media / Canvas,35,Sotheby's New York,05/10/2005
STUDY FOR BY THE IONIAN SEA,-not sold-,"$168,260","$224,340",Signed and Titled,"15.75"" x 11.73""",1963,"Oil  Pastel, and pencil / Canvas",239,"Sotheby's London, New Bond Street",02/11/2005
IO & ZEUS,"$577,100","$557,760","$743,680",Signed and Titled,"78.94"" x 62.76""",1963,"Oil, graphite and colored crayons / Canvas",41,"Sotheby's London, New Bond Street",02/10/2005
MUSES,"$452,160","$464,800","$650,720",Signed and Titled,"27.56"" x 23.62""",1963,"Oil, wax crayon and lead pencil / Canvas",43,"Sotheby's London, New Bond Street",02/10/2005
Untitled,-not sold-,"$25,000","$35,000",Unsigned,"12.00"" x 16.70""",1964,Mixed Media / Paper,352,Rago Arts and Auction Center,11/20/2004
Untitled (Roma),"$95,600","$120,000","$180,000",Signed,"19.70"" x 27.50""",1963,Mixed Media / Paper,144,"Christie's New York, Rockefeller Center",11/11/2004
Untitled,"$77,680","$25,000","$35,000",Unsigned,"10.50"" x 13.50""",1955,Pencil / Paper,146,"Christie's New York, Rockefeller Center",11/11/2004
Untitled,"$50,190","$25,000","$35,000",Unsigned,"10.50"" x 13.50""",1955,Pencil / Paper,147,"Christie's New York, Rockefeller Center",11/11/2004
Untitled,"$65,730","$25,000","$35,000",Unsigned,"10.50"" x 13.50""",1955,Pencil / Paper,148,"Christie's New York, Rockefeller Center",11/11/2004
Untitled (Rome),"$3,479,500","$3,500,000","$4,500,000",Signed,"65.50"" x 78.70""",1962,Mixed Media / Canvas,17,"Christie's New York, Rockefeller Center",11/10/2004
Untitled (Rome),"$5,383,500","$5,000,000","$7,000,000",Signed on Reverse,"63.20"" x 76.70""",1971,Mixed Media / Canvas,19,"Christie's New York, Rockefeller Center",11/10/2004
Untitled,"$511,500","$600,000","$800,000",Signed Initials,"39.50"" x 27.70""",1981,Mixed Media / Paper,21,"Christie's New York, Rockefeller Center",11/10/2004
Still Life with a Doorknob,-not sold-,"$25,000","$35,000",Unsigned,"17.00"" x 23.00""",1952,Mixed Media / Board,130,Sotheby's New York,11/10/2004
Untitled,"$198,400","$175,000","$225,000",Signed,"19.50"" x 27.50""",not given,Mixed Media / Paper,246,Sotheby's New York,11/10/2004
Untitled,"$960,000","$150,000","$200,000",Unsigned,"29.60"" x 22.10""",1990,Mixed Media / Paper,18,Sotheby's New York,11/09/2004
Pittura no 3,"$1,800,000","$1,200,000","$1,800,000",Signed on Stretcher,"43.30"" x 51.50""",1958,Oil / Canvas,24,Sotheby's New York,11/09/2004
Leda and the Swan,"$2,024,000","$1,500,000","$2,000,000",Signed,"76.20"" x 79.70""",1960,Oil / Canvas,29,Sotheby's New York,11/09/2004
Untitled,"$355,200","$220,000","$280,000",Signed on Reverse,"30.00"" x 40.00""",1969,Mixed Media / Paper,168,Sotheby's New York,05/13/2004
Untitled (Bolsena),"$2,920,000","$2,200,000","$2,800,000",Unsigned,"79.00"" x 94.70""",1969,Mixed Media / Canvas,16,Sotheby's New York,05/12/2004
14 Papers,"$321,100","$100,000","$150,000",Signed,"22.70"" x 22.20""",1983,Mixed Media / Paper,192,"Christie's New York, Rockefeller Center",05/12/2004
Leo Castelli Gallery Announcement Design,"$9,500","$8,000","$12,000",Signed,"15.70"" x 13.30""",1967,Oil / Paper,209,Swann Galleries,11/21/2003
Leo Castelli Gallery Poster Design,"$32,000","$12,000","$18,000",Signed,"23.70"" x 17.70""",1968,Colored Pencil / Paper,210,Swann Galleries,11/21/2003
Untitled,"$220,800","$100,000","$150,000",Signed,"27.50"" x 34.50""",1970,Mixed Media / Paper,229,Sotheby's New York,11/13/2003
Untitled (Rome),"$1,464,000","$1,200,000","$1,800,000",Signed,"53.10"" x 59.00""",1961,Mixed Media / Canvas,21,Sotheby's New York,11/12/2003
Untitled (Roma),"$701,900","$300,000","$400,000",Signed on Reverse,"55.10"" x 27.50""",1972,Mixed Media / Paper,36,"Christie's New York, Rockefeller Center",11/11/2003
Untitled (Rome),"$343,500","$300,000","$400,000",Signed,"50.00"" x 5.50"" x 5.50""",1977,Resin,60,"Christie's New York, Rockefeller Center",11/11/2003
Untitled (Bolsena),"$1,934,500","$2,500,000","$3,500,000",Signed Initials,"78.70"" x 98.30""",1969,Mixed Media / Canvas,13,Phillips de Pury & Co. (see Phillips),05/15/2003
Untitled (Rome),-not sold-,"$2,000,000","$2,500,000",Signed,"40.30"" x 58.30""",not given,Mixed Media / Canvas,25,Phillips de Pury & Co. (see Phillips),05/15/2003
Untitled,"$175,500","$100,000","$150,000",Signed on Reverse,"34.50"" x 27.50""",1970,Oil / Paper,172,"Christie's New York, Rockefeller Center",05/15/2003
Untitled,"$377,600","$100,000","$150,000",Signed on Reverse,"40.00"" x 30.00""",1970,Mixed Media / Paper,217,Sotheby's New York,05/14/2003
Untitled,"$176,000","$140,000","$180,000",Signed on Reverse,"19.50"" x 23.50""",not given,Mixed Media / Canvas,225,Sotheby's New York,05/14/2003
Untitled,"$54,000","$35,000","$45,000",Signed,"19.50"" x 27.50""",1963,Mixed Media / Paper,228,Sotheby's New York,05/14/2003
First Part of the Return From Parnassus,"$433,600","$400,000","$500,000",Signed,"27.50"" x 39.70""",1961,Mixed Media / Paper,26,Sotheby's New York,05/13/2003
Untitled,"$232,000","$200,000","$300,000",Unsigned,"8.50"" x 11.70""",1957,Mixed Media / Paper,36A,Sotheby's New York,05/13/2003
Untitled,-not sold-,"$900,000","$1,200,000",Signed on Reverse,"49.50"" x 57.50""",1962,Mixed Media / Canvas,61,"Christie's New York, Rockefeller Center",11/13/2002
Untitled,"$5,619,500","$4,000,000","$6,000,000",Signed on Reverse,"61.00"" x 75.00""",1970,Mixed Media / Canvas,32,Sotheby's New York,11/12/2002
Mohammed Ali,-not sold-,"$800,000","$1,200,000",Signed,"78.70"" x 70.00""",1964,Mixed Media / Canvas,51,Sotheby's New York,11/12/2002
Dithyrambus,-not sold-,"$150,000","$200,000",Signed Initials,"49.20"" x 27.30""",1976,Collage / Paper,109,Phillips de Pury & Co. (see Phillips),11/12/2002
Untitled (Roma),-not sold-,"$100,000","$150,000",Signed,"27.20"" x 39.00""",1957,Mixed Media / Paper,111,Phillips de Pury & Co. (see Phillips),11/12/2002
Untitled (Bolsena),"$2,869,500","$2,500,000","$3,500,000",Unsigned,"79.00"" x 94.70""",1969,Mixed Media / Canvas,22,Phillips de Pury & Co. (see Phillips),11/11/2002
Settebello,"$1,549,500","$1,400,000","$1,800,000",Signed,"37.70"" x 54.10""",1959,Mixed Media / Canvas,20,Sotheby's New York,05/15/2002
Untitled (Rome),"$361,500","$350,000","$450,000",Signed,"66.00"" x 8.50"" x 6.20""",1977,Mixed Media,35,Sotheby's New York,05/15/2002
Achilles Mourning the Death of Patroclus (Rome),-not sold-,"$2,500,000","$3,500,000",Signed,"102.00"" x 118.70""",1962,Mixed Media / Canvas,37,Sotheby's New York,05/15/2002
Untitled (Roma),"$83,650","$90,000","$120,000",Signed,"17.00"" x 19.50""",not given,Mixed Media / Paper,128,"Christie's New York, Rockefeller Center",05/15/2002
Untitled (Roman Note no.21),"$207,500","$100,000","$150,000",Unsigned,"27.10"" x 34.20""",not given,Mixed Media / Paper,129,"Christie's New York, Rockefeller Center",05/15/2002
Gladdings: Love's Infinite Causes,"$35,850","$30,000","$40,000",Signed Initials,"39.20"" x 27.50""",1973,Mixed Media / Paper,174,Sotheby's New York,05/15/2002
Untitled,"$47,800","$40,000","$50,000",Signed on Reverse,"29.50"" x 41.50""",1974,Mixed Media / Paper,179,Sotheby's New York,05/15/2002
Lycian,"$416,500","$150,000","$200,000",Signed Initials,"39.70"" x 27.50""",1983,Mixed Media / Paper,184,Sotheby's New York,05/15/2002
Untitled,"$126,750","$90,000","$120,000",Signed on Reverse,"17.00"" x 19.70""",1964,Mixed Media / Paper,111,Sotheby's New York,11/15/2001
Untitled (Plant Forms),"$10,000","$2,000","$3,000",Unsigned,"8.20"" x 11.10""",1950,Ink / Paper,8,Swann Galleries,11/13/2001
Female Cat,"$9,500","$3,000","$5,000",Unsigned,"12.00"" x 18.10""",1960,Crayon / Paper,9,Swann Galleries,11/13/2001
Portrait of Thomas Brown Wilber,"$26,000","$30,000","$50,000",Unsigned,"34.50"" x 23.00""",1950,Oil / Canvas,10,Swann Galleries,11/13/2001
Untitled,"$776,000","$700,000","$900,000",Signed,"61.00"" x 74.70""",1970,Mixed Media / Canvas,36,"Christie's New York, Rockefeller Center",11/13/2001
Untitled (Five Stones),-not sold-,"$20,000","$30,000",Signed,"26.50"" x 33.80""",1965,Crayon / Paper,102,"Christie's New York, Rockefeller Center",05/19/2001
Untitled (New York City),"$226,000","$250,000","$300,000",Unsigned,"26.70"" x 56.00""",1956,Oil / Canvas,12,"Christie's New York, Rockefeller Center",05/16/2001
Untitled (New York City),"$226,000","$250,000","$300,000",Unsigned,"26.70"" x 56.00""",1956,Oil / Canvas,13,"Christie's New York, Rockefeller Center",05/16/2001
"Untitled (Captiva Island, Florida)","$143,250","$60,000","$80,000",Signed on Reverse,"29.00"" x 41.00""",not given,Crayon / Paper,143,Sotheby's New York,05/16/2001
Untitled,"$753,750","$250,000","$300,000",Signed on Reverse,"27.50"" x 34.20""",1969,Mixed Media / Paper,56,Sotheby's New York,05/15/2001
5 Stones,-not sold-,"$50,000","$70,000",Signed,"26.50"" x 33.70""",1965,Pencil / Paper,216,Phillips de Pury & Co. (see Phillips),05/15/2001
Venus in Menfi (Rome),"$310,500","$300,000","$400,000",Signed,"37.00"" x 55.50""",1960,Mixed Media / Canvas,36,Phillips de Pury & Co. (see Phillips),05/14/2001
Untitled (Munich/Rome),"$1,542,500","$1,500,000","$2,000,000",Signed,"66.10"" x 78.40""",1972,Mixed Media / Canvas,38,Phillips de Pury & Co. (see Phillips),05/14/2001
Venere Franchetti,"$314,000","$300,000","$500,000",Signed,"55.00"" x 79.00""",1963,Oil / Canvas,43,"Christie's New York, Rockefeller Center",11/15/2000
Untitled (Roma),"$248,000","$150,000","$200,000",Signed,"31.50"" x 39.20""",1961,Oil / Canvas,214,"Christie's New York, Rockefeller Center",11/15/2000
Composition,"$70,500","$60,000","$80,000",Signed Initials,"22.20"" x 22.20""",1985,Oil / Paper,224,"Christie's New York, Rockefeller Center",11/15/2000
Silex Scintillans,"$885,750","$600,000","$800,000",Signed Initials,"59.20"" x 52.50""",1981,Mixed Media / Paper,38,Sotheby's New York,11/14/2000
Untitled,"$555,750","$500,000","$700,000",Signed on Reverse,"37.70"" x 75.20""",1971,Mixed Media / Canvas,44,Sotheby's New York,11/14/2000
Untitled,-not sold-,"$500,000","$700,000",Signed,"67.10"" x 79.10""",1964,Mixed Media / Canvas,59,Sotheby's New York,11/14/2000
Lycian,"$95,000","$100,000","$150,000",Unavailable,"39.70"" x 27.50""",1982,Crayon / Paper,31,Phillips de Pury & Co. (see Phillips),11/13/2000
Untitled,"$98,500","$60,000","$80,000",Signed,"27.50"" x 19.70""",1964,Mixed Media / Paper,267,Sotheby's New York,05/18/2000
Untitled (Natural History. Mushroom,"$72,050","$40,000","$60,000",Signed Initials,"30.00"" x 22.50""",1974,Collage / Paper,270,Sotheby's New York,05/18/2000
Roman Note No 9,"$132,250","$90,000","$120,000",Unavailable,"27.50"" x 34.50""",1970,Mixed Media / Paper,302,Sotheby's New York,05/18/2000
Untitled,"$401,750","$200,000","$300,000",Signed,"27.20"" x 39.00""",1963,Mixed Media / Paper,39,Sotheby's New York,05/17/2000
Still Life with a Doorknob,-not sold-,"$50,000","$70,000",Unavailable,"17.20"" x 23.00""",1952,Mixed Media / Board,383,"Christie's New York, Rockefeller Center",05/09/2000
Untitled,"$2,866,000","$3,000,000","$4,000,000",Signed on Reverse,"68.00"" x 85.00""",1968,Mixed Media / Paper,535,"Christie's New York, Rockefeller Center",05/09/2000
Untitled,"$123,500","$100,000","$150,000",Signed,"30.00"" x 39.70""",1969,Mixed Media / Paper,258,Sotheby's New York,11/18/1999
Untitled (Roma),"$63,000","$35,000","$45,000",Signed,"27.70"" x 39.20""",1963,Crayon / Paper,262,Sotheby's New York,11/18/1999
Untitled,"$112,500","$80,000","$120,000",Unavailable,"56.50"" x 41.50""",1976,Mixed Media / Paper,263,Sotheby's New York,11/18/1999
Untitled,"$4,072,500","$1,800,000","$2,200,000",Signed on Reverse,"57.50"" x 79.00""",1959,Mixed Media / Canvas,32,Sotheby's New York,11/17/1999
Gladings (Love's Infinite Causes),"$52,900","$35,000","$45,000",Signed Initials,"30.00"" x 22.00""",1973,Collage / Paper,491,"Christie's New York, Rockefeller Center",11/09/1999
Untitled,-not sold-,"$5,000,000","$7,000,000",Signed on Reverse,"118.00"" x 184.50""",1971,Mixed Media / Canvas,545,"Christie's New York, Rockefeller Center",11/09/1999
"Untitled, 1959","$11,500","$8,000","$12,000",Signed,"16.50"" x 11.70""",1959,Collage / Paper,1148,Bonhams California,10/26/1999
Ephitalamion III,"$266,500","$175,000","$225,000",Unavailable,"60.50"" x 53.00""",not given,Mixed Media / Paper,100,Sotheby's New York,05/19/1999
Untitled (Roman Note No 10),"$123,500","$80,000","$120,000",Unavailable,"27.50"" x 34.50""",1970,Mixed Media / Paper,393,"Christie's New York, Rockefeller Center",05/13/1999
Idilion,"$90,500","$80,000","$120,000",Unavailable,"56.70"" x 61.00""",1976,Collage / Paper,407,"Christie's New York, Rockefeller Center",05/13/1999
Licht Maal,"$63,000","$50,000","$70,000",Unavailable,"41.50"" x 29.50""",1976,Mixed Media / Paper,408,"Christie's New York, Rockefeller Center",05/13/1999
Untitled,"$2,532,500","$1,500,000","$1,800,000",Unavailable,"57.00"" x 68.00""",1967,Paint / Canvas,506,"Christie's New York, Rockefeller Center",05/13/1999
Leda and the Swan,"$640,500","$600,000","$800,000",Unavailable,"39.50"" x 31.60""",1963,Mixed Media / Canvas,509,"Christie's New York, Rockefeller Center",05/13/1999
"Untitled, 1959",-not sold-,"$15,000","$25,000",Signed,"16.50"" x 11.70""",1959,Collage / Paper,2358,Bonhams California,04/22/1999
Untitled (New York City),"$442,500","$450,000","$650,000",Unavailable,"42.60"" x 50.00""",not given,Paint / Canvas,361,"Christie's New York, Rockefeller Center",11/19/1998
Untitled,"$112,500","$90,000","$120,000",Signed on Reverse,"30.00"" x 39.70""",1971,Mixed Media / Paper,101,Sotheby's New York,11/18/1998
Untitled,"$662,500","$500,000","$700,000",Signed,"78.00"" x 102.00""",1972,Mixed Media / Canvas,28,Sotheby's New York,11/17/1998
Venus and Adonis,"$107,000","$60,000","$80,000",Signed Initials,"27.70"" x 41.50""",1978,Mixed Media / Paper,135,Sotheby's New York,05/15/1998
Untitled,-not sold-,"$12,000","$15,000",Signed on Reverse,"16.50"" x 11.70""",1959,Collage / Paper,139,Sotheby's New York,05/15/1998
Untitled (Rome),-not sold-,"$700,000","$900,000",Unavailable,"49.20"" x 57.20""",1962,Mixed Media / Canvas,21,Sotheby's New York,05/14/1998
Untitled,"$266,500","$250,000","$350,000",Unavailable,"45.00""",1981,Bronze,3,"Christie's New York, Rockefeller Center",05/12/1998
Crimes of Passion I,"$387,500","$1,000,000","$1,500,000",Unavailable,"75.00"" x 78.70""",1960,Mixed Media / Canvas,36,"Christie's New York, Rockefeller Center",05/12/1998
Untitled (Rome),-not sold-,"$400,000","$500,000",Signed,"31.50"" x 39.20""",1961,Mixed Media / Canvas,41,"Christie's New York, Rockefeller Center",05/12/1998
Nine Discourses on Commodus,"$34,500","$12,000","$15,000",Signed,"27.50"" x 19.50""",1964,Crayon / Paper,284,Sotheby's New York,03/11/1998
Untitled,"$464,500","$450,000","$550,000",Signed,"38.00"" x 56.00""",1960,Mixed Media / Paper,14,Sotheby's New York,11/19/1997
Untitled (Val Gardena),"$85,000","$60,000","$80,000",Signed,"27.50"" x 39.00""",1964,Mixed Media / Paper,328,"Christie's New York, Rockefeller Center",11/19/1997
Untitled (Val Gardena),"$77,300","$60,000","$80,000",Unavailable,"27.50"" x 39.00""",1964,Colored Pencil / Canvas,330,"Christie's New York, Rockefeller Center",11/19/1997
Untitled,"$92,700","$75,000","$100,000",Signed,"27.80"" x 39.20""",1960,Crayon / Paper,117,"Christie's New York, Rockefeller Center",11/18/1997
Leda and the Swan,"$552,500","$400,000","$500,000",Signed,"39.20"" x 31.70""",1963,Oil / Canvas,143,"Christie's New York, Rockefeller Center",11/18/1997
Untitled,"$266,500","$350,000","$450,000",Unavailable,"20.00"" x 48.00""",1956,Mixed Media / Canvas,21,"Christie's New York, Rockefeller Center",05/07/1997
Untitled,"$107,000","$70,000","$90,000",Signed on Reverse,"27.50"" x 34.30""",1970,Mixed Media / Paper,273,Sotheby's New York,05/07/1997
Untitled,"$57,500","$50,000","$70,000",Signed,"25.70"" x 33.50""",1965,Colored Pencil / Paper,280,Sotheby's New York,05/07/1997
Untitled,"$442,500","$250,000","$300,000",Unavailable,"22.50"" x 3.70"" x 3.70""",1953,Mixed Media,22,Sotheby's New York,05/06/1997
Untitled,"$156,500","$100,000","$150,000",Signed,"27.50"" x 39.10""",1961,Mixed Media / Paper,30,"Christie's New York, Rockefeller Center",11/20/1996
Io & Zeus,-not sold-,"$300,000","$400,000",Signed,"78.50"" x 62.80""",1963,Mixed Media / Canvas,54,"Christie's New York, Rockefeller Center",11/20/1996
"Untitled, 1971","$57,500","$70,000","$90,000",Signed,"27.70"" x 34.50""",1971,Mixed Media / Paper,296,Sotheby's New York,11/20/1996
10 Day Wait at Mugda,"$277,500","$150,000","$200,000",Unavailable,"39.20"" x 41.10""",1963,Mixed Media / Canvas,16,Sotheby's New York,11/19/1996
Bolsena,"$1,432,500","$1,000,000","$1,500,000",Signed,"77.50"" x 94.50""",1969,Mixed Media / Canvas,26,Sotheby's New York,11/19/1996
Untitled,"$43,130","$20,000","$25,000",Signed,"23.70"" x 35.70""",1959,Colored Pencil / Paper,268,Sotheby's New York,05/09/1996
Untitled,"$34,500","$30,000","$40,000",Signed,"15.00"" x 17.50""",1962,Crayon / Paper,270,Sotheby's New York,05/09/1996
Untitled (Roman Note No 10),-not sold-,"$90,000","$120,000",Signed,"27.50"" x 34.50""",1970,Mixed Media / Paper,44,"Christie's New York, Rockefeller Center",05/08/1996
Lycian,"$222,500","$200,000","$300,000",Signed Initials,"39.00"" x 27.20""",1982,Mixed Media / Paper,55,Sotheby's New York,05/08/1996
Roma,"$68,500","$40,000","$50,000",Signed,"19.60"" x 27.30""",1962,Mixed Media / Paper,345,"Christie's New York, Rockefeller Center",05/08/1996
Orpheus,"$51,750","$50,000","$70,000",Signed on Reverse,"39.30"" x 27.50""",1975,Oil / Paper,347,"Christie's New York, Rockefeller Center",05/08/1996
Ramification,"$51,750","$45,000","$65,000",Signed on Reverse,"33.20"" x 27.20""",1971,Collage / Paper,193,Sotheby's New York,11/16/1995
Untitled,"$162,000","$150,000","$200,000",Unavailable,"16.00"" x 20.50""",1957,Mixed Media / Canvas,11,Sotheby's New York,11/15/1995
Untitled,"$107,000","$70,000","$90,000",Signed on Reverse,"30.00"" x 39.50""",1969,Mixed Media / Paper,42,Sotheby's New York,11/15/1995
Untitled,"$36,800","$40,000","$60,000",Signed,"29.50"" x 41.50""",1974,Collage / Paper,353,"Christie's New York, Rockefeller Center",11/15/1995
Untitled (at Sea),"$25,300","$30,000","$40,000",Signed,"10.70"" x 14.00""",1960,Crayon / Paper,356,"Christie's New York, Rockefeller Center",11/15/1995
Untitled (at Sea),"$36,800","$30,000","$40,000",Signed,"10.70"" x 14.00""",1960,Mixed Media / Paper,357,"Christie's New York, Rockefeller Center",11/15/1995
Untitled,"$107,000","$120,000","$160,000",Signed,"27.50"" x 34.20""",1970,Mixed Media / Paper,34,"Christie's New York, Rockefeller Center",11/14/1995
Untitled (Roma),"$574,500","$380,000","$450,000",Signed,"38.00"" x 49.70""",1961,Mixed Media / Canvas,36,"Christie's New York, Rockefeller Center",11/14/1995
Untitled (Roma),"$167,500","$250,000","$350,000",Signed,"48.60"" x 39.00""",1962,Mixed Media / Canvas,42,"Christie's New York, Rockefeller Center",11/14/1995
Untitled,"$85,000","$80,000","$120,000",Signed,"21.30"" x 16.10""",1969,Mixed Media / Paper,56,"Christie's New York, Rockefeller Center",11/14/1995
Untitled (off Africa),"$29,900","$25,000","$35,000",Signed,"11.00"" x 14.00""",1960,Mixed Media / Paper,213,"Christie's New York, Rockefeller Center",05/04/1995
Idilli,-not sold-,"$120,000","$180,000",Signed Initials,"42.50"" x 30.00""",1976,Mixed Media / Paper,214,"Christie's New York, Rockefeller Center",05/04/1995
Winter Passage,"$211,500","$200,000","$250,000",Signed,"58.70"" x 51.70""",1988,Mixed Media / Paper,34,"Christie's New York, Rockefeller Center",05/03/1995
Gladdings (Loves Infinite,"$28,750","$25,000","$30,000",Signed Initials,"30.00"" x 22.00""",1973,Collage / Paper,203,Sotheby's New York,05/03/1995
Untitled (The Seasons),"$7,480","$8,000","$10,000",Signed,"14.80"" x 7.10""",not given,Mixed Media / Paper,205,Sotheby's New York,05/03/1995
Untitled,"$178,500","$120,000","$180,000",Signed on Reverse,"27.50"" x 39.10""",1971,Mixed Media / Paper,28,Sotheby's New York,05/02/1995
Animula Vagula,-not sold-,"$300,000","$400,000",Signed on Reverse,"45.00"" x 56.00""",1979,Mixed Media / Canvas,33,Sotheby's New York,05/02/1995
Proem,"$310,500","$150,000","$200,000",Signed Initials,"39.50"" x 27.50""",1983,Mixed Media / Paper,178,"Christie's New York, Rockefeller Center",11/03/1994
Untitled (at Sea),"$34,500","$45,000","$55,000",Signed,"10.70"" x 14.00""",1960,Mixed Media / Paper,225,"Christie's New York, Rockefeller Center",11/03/1994
Untitled (At Sea),"$34,500","$45,000","$55,000",Signed,"10.70"" x 14.00""",1960,Mixed Media / Paper,226,"Christie's New York, Rockefeller Center",11/03/1994
Untitled,"$46,000","$45,000","$65,000",Signed,"27.50"" x 39.30""",1963,Mixed Media / Paper,115,Sotheby's New York,11/02/1994
Venus and Adonis,-not sold-,"$50,000","$70,000",Signed Initials,"27.50"" x 39.50""",1978,Mixed Media / Paper,277,Sotheby's New York,11/02/1994
Untitled,-not sold-,"$100,000","$150,000",Signed,"19.70"" x 23.70""",1960,Mixed Media / Canvas,24,Sotheby's New York,11/01/1994
Untitled (Roma),-not sold-,"$800,000","$1,200,000",Unavailable,"78.50"" x 89.00""",1970,Mixed Media / Canvas,30,Sotheby's New York,11/01/1994
Roma,-not sold-,"$60,000","$80,000",Signed & Titled,"9.50"" x 13.70""",1961,Mixed Media / Canvas,162,Sotheby's New York,05/05/1994
Untitled,"$68,500","$75,000","$95,000",Signed on Reverse,"30.00"" x 40.00""",1969,Mixed Media / Paper,167,Sotheby's New York,05/05/1994
Untitled,"$211,500","$125,000","$175,000",Signed on Reverse,"33.20"" x 30.00""",1969,Mixed Media / Paper,24,Sotheby's New York,05/04/1994
Blue Ridge Mt Transfixed,-not sold-,"$250,000","$350,000",Unavailable,"58.50"" x 71.00""",1962,Mixed Media / Canvas,38,Sotheby's New York,05/04/1994
Commodus,-not sold-,"$18,000","$22,000",Signed,"27.50"" x 19.50""",1964,Crayon / Paper,228,"Christie's New York, Rockefeller Center",05/04/1994
Untitled,-not sold-,"$45,000","$55,000",Signed,"14.00"" x 18.10""",1971,Mixed Media / Board,231,"Christie's New York, Rockefeller Center",05/04/1994
Untitled (Roma),"$255,500","$200,000","$250,000",Signed on Reverse,"19.80"" x 23.70""",1961,Mixed Media / Canvas,11,"Christie's New York, Rockefeller Center",05/03/1994
Untitled,"$244,500","$100,000","$150,000",Signed on Reverse,"33.50"" x 30.00""",1969,Collage / Paper,22,"Christie's New York, Rockefeller Center",05/03/1994
Untitled,"$90,500","$80,000","$100,000",Signed,"22.70"" x 17.70""",1969,Mixed Media / Paper,60,Sotheby's New York,02/25/1994
Untitled,"$32,200","$18,000","$25,000",Unavailable,"19.60"" x 27.60""",not given,Mixed Media / Paper,63,"Christie's New York, Rockefeller Center",02/23/1994
Untitled,"$18,400","$18,000","$22,000",Signed,"13.00"" x 10.70""",1955,Colored Pencil / Paper,305,Sotheby's New York,11/11/1993
Study for School of Athens,"$112,500","$65,000","$85,000",Signed,"9.30"" x 13.70""",1960,Mixed Media / Canvas,306,Sotheby's New York,11/11/1993
